#=====================================================
# iance$|noun|iant$|adj|2013|ORG_RULE|CHILD
# Total count: 34
#=====================================================
radio-sterilised|adj|E0230830|radio-sterilization|noun|E0230831|yes
ventricularised|adj|E0732362|ventricularization|noun|E0732363|yes
neurovascularised|adj|E0730147|neurovascularization|noun|E0730146|yes
radiosterilised|adj|E0230830|radiosterilization|noun|E0230831|yes
nonoptimised|adj|E0337143|nonoptimization|noun|E0608404|yes
racialised|adj|E0232035|racialization|noun|E0232037|yes
in-vitro-fertilised|adj|E0556382|in-vitro-fertilization|noun|E0417996|yes
non-optimised|adj|E0337143|non-optimization|noun|E0608404|yes
robotised|adj|E0338346|robotization|noun|E0232057|yes
prepressurised|adj|E0622518|prepressurization|noun|E0621887|yes
under-mineralised|adj|E0574240|under-mineralization|noun|E0574241|yes
noncolonised|adj|E0564477|noncolonization|noun|E0607552|yes
channelised|adj|E0232023|channelization|noun|E0563000|yes
non-institutionalised|adj|E0042866|non-institutionalization|noun|E0606775|yes
hemoglobinised|adj|E0528279|hemoglobinization|noun|E0528280|yes
haemoglobinised|adj|E0528279|haemoglobinization|noun|E0528280|yes
nonrandomised|adj|E0206744|nonrandomization|noun|E0603062|yes
non-colonised|adj|E0564477|non-colonization|noun|E0607552|yes
non-lateralised|adj|E0734703|non-lateralization|noun|E0608435|yes
heterochromatinised|adj|E0428829|heterochromatinization|noun|E0428828|yes
denicotinised|adj|E0021564|denicotinization|noun|E0231979|yes
formolised|adj|E0232045|formolization|noun|E0232044|yes
nonlateralised|adj|E0734703|nonlateralization|noun|E0608435|yes
non-immobilised|adj|E0563315|non-immobilization|noun|E0608453|yes
undermineralised|adj|E0574240|undermineralization|noun|E0574241|yes
de-endothelialised|adj|E0425566|de-endothelialization|noun|E0525504|yes
endothelised|adj|E0608494|endothelization|noun|E0608493|yes
impetiginised|adj|E0230847|impetiginization|noun|E0033762|yes
eczematised|adj|E0226789|eczematization|noun|E0226790|yes
encephalised|adj|E0599141|encephalization|noun|E0025075|yes
non-utilised|adj|E0601358|non-utilization|noun|E0601357|yes
haemolysed|adj|E0031230|haemolyzation|noun|E0031228|yes
atropinised|adj|E0232026|atropinization|noun|E0232025|yes
latinised|adj|E0232061|latinization|noun|E0232060|yes
secularised|adj|E0574235|secularization|noun|E0054975|yes
deinstitutionalised|adj|E0021332|deinstitutionalization|noun|E0021330|yes
anesthetised|adj|E0219700|anesthetization|noun|E0008771|yes
ovariectomised|adj|E0222328|ovariectomization|noun|E0585874|yes
suberised|adj|E0232052|suberization|noun|E0232051|yes
multi-localised|adj|E0616217|multi-localization|noun|E0616216|yes
nonlocalised|adj|E0337136|nonlocalization|noun|E0607182|yes
in-vitro fertilised|adj|E0556382|in-vitro fertilization|noun|E0417996|yes
nonkeratinised|adj|E0316793|nonkeratinization|noun|E0606761|yes
conjunctivalised|adj|E0539329|conjunctivalization|noun|E0539328|yes
non-immunised|adj|E0316777|non-immunization|noun|E0605165|yes
blenderised|adj|E0503647|blenderization|noun|E0727453|yes
auto-sensitised|adj|E0011360|auto-sensitization|noun|E0423182|yes
sensitised|adj|E0055230|sensitization|noun|E0055228|yes
in vitro fertilised|adj|E0556382|in vitro fertilization|noun|E0417996|yes
anaesthetised|adj|E0219700|anaesthetization|noun|E0008771|yes
dehepatised|adj|E0021294|dehepatization|noun|E0540320|yes
nonsensitised|adj|E0316838|nonsensitization|noun|E0222286|yes
hepatised|adj|E0031321|hepatization|noun|E0220018|yes
multicatheterised|adj|E0611014|multicatheterization|noun|E0724785|yes
spinalised|adj|E0514072|spinalization|noun|E0417919|yes
self-organised|adj|E0530049|self-organization|noun|E0530048|yes
pneumatised|adj|E0048483|pneumatization|noun|E0232017|yes
hemolysed|adj|E0031230|hemolyzation|noun|E0031228|yes
noninstitutionalised|adj|E0042866|noninstitutionalization|noun|E0606775|yes
salinised|adj|E0232053|salinization|noun|E0232055|yes
super-specialised|adj|E0621339|super-specialization|noun|E0621337|yes
unstabilised|adj|E0312916|unstabilization|noun|E0618454|yes
oestrogenised|adj|E0316879|oestrogenization|noun|E0026220|yes
deendothelialised|adj|E0425566|deendothelialization|noun|E0525504|yes
diploidised|adj|E0540875|diploidization|noun|E0540877|yes
nonvisualised|adj|E0316872|nonvisualization|noun|E0042941|yes
non-randomised|adj|E0206744|non-randomization|noun|E0603062|yes
pressurised|adj|E0049877|pressurization|noun|E0218411|yes
avascularised|adj|E0423192|avascularization|noun|E0566091|yes
chitinised|adj|E0230946|chitinization|noun|E0230945|yes
tetramerised|adj|E0312625|tetramerization|noun|E0332165|yes
microminiaturised|adj|E0574461|microminiaturization|noun|E0574460|yes
hemisacralised|adj|E0730104|hemisacralization|noun|E0031169|yes
reserpinised|adj|E0230860|reserpinization|noun|E0230861|yes
Africanised|adj|E0232029|Africanization|noun|E0232028|yes
carbolised|adj|E0015157|carbolization|noun|E0586328|yes
nonhospitalised|adj|E0316773|nonhospitalization|noun|E0607297|yes
tibialised|adj|E0605473|tibialization|noun|E0605472|yes
hyperkeratinised|adj|E0514084|hyperkeratinization|noun|E0237746|yes
pseudo-decidualised|adj|E0611654|pseudo-decidualization|noun|E0611653|yes
thyroidectomised|adj|E0222330|thyroidectomization|noun|E0585724|yes
androgenised|adj|E0008900|androgenization|noun|E0008899|yes
neovascularised|adj|E0224255|neovascularization|noun|E0232106|yes
decellularised|adj|E0561309|decellularization|noun|E0503775|yes
nonutilised|adj|E0601358|nonutilization|noun|E0601357|yes
catheterised|adj|E0015608|catheterization|noun|E0015606|yes
premolarised|adj|E0612860|premolarization|noun|E0612859|yes
molarised|adj|E0562957|molarization|noun|E0562956|yes
hyper-vascularised|adj|E0539324|hyper-vascularization|noun|E0510021|yes
subionised|adj|E0621519|subionization|noun|E0621518|yes
pre-pressurised|adj|E0622518|pre-pressurization|noun|E0621887|yes
platinised|adj|E0337949|platinization|noun|E0232040|yes
monomerised|adj|E0316679|monomerization|noun|E0330515|yes
scrotalised|adj|E0748999|scrotalization|noun|E0748998|yes
microvascularised|adj|E0734461|microvascularization|noun|E0318082|yes
neo-vascularised|adj|E0224255|neo-vascularization|noun|E0232106|yes
non-hospitalised|adj|E0316773|non-hospitalization|noun|E0607297|yes
testicular feminised|adj|E0741887|testicular feminization|noun|E0060356|yes
superspecialised|adj|E0621339|superspecialization|noun|E0621337|yes
nonimmunised|adj|E0316777|nonimmunization|noun|E0605165|yes
nicotinised|adj|E0337031|nicotinization|noun|E0540063|yes
non-localised|adj|E0337136|non-localization|noun|E0607182|yes
estrogenised|adj|E0316879|estrogenization|noun|E0026220|yes
vacuolised|adj|E0312455|vacuolization|noun|E0063868|yes
pseudodecidualised|adj|E0611654|pseudodecidualization|noun|E0611653|yes
desensitised|adj|E0415853|desensitization|noun|E0021997|yes
multilocalised|adj|E0616217|multilocalization|noun|E0616216|yes
non-keratinised|adj|E0316793|non-keratinization|noun|E0606761|yes
adrenalectomised|adj|E0007471|adrenalectomization|noun|E0588278|yes
telomerised|adj|E0562998|telomerization|noun|E0562997|yes
vasectomised|adj|E0064092|vasectomization|noun|E0585725|yes
hyperandrogenised|adj|E0731036|hyperandrogenization|noun|E0545245|yes
eserinised|adj|E0540080|eserinization|noun|E0696813|yes
polysensitised|adj|E0514077|polysensitization|noun|E0514076|yes
morselised|adj|E0503607|morselization|noun|E0507771|yes
hypovascularised|adj|E0514083|hypovascularization|noun|E0514082|yes
non-visualised|adj|E0316872|non-visualization|noun|E0042941|yes
metamerised|adj|E0563113|metamerization|noun|E0563112|yes
unionised|adj|E0237438|unionization|noun|E0232115|yes
electropermeabilised|adj|E0427186|electropermeabilization|noun|E0330409|yes
texturised|adj|E0232032|texturization|noun|E0232031|yes
nonstandardised|adj|E0316844|nonstandardization|noun|E0604702|yes
#=====================================================
# ability$|noun|able$|adj|2013|ORG_RULE|CHILD
# Total count: 1294
#=====================================================
non-evaluability|noun|E0599139|non-evaluable|adj|E0335549|yes
unsettleability|noun|E0621156|unsettleable|adj|E0621155|yes
manipulatability|noun|E0559424|manipulatable|adj|E0231376|yes
extendability|noun|E0226485|extendable|adj|E0226484|yes
fragmentability|noun|E0570142|fragmentable|adj|E0570143|yes
licensability|noun|E0572436|licensable|adj|E0564007|yes
administrability|noun|E0599285|administrable|adj|E0359998|yes
indubitability|noun|E0034230|indubitable|adj|E0034231|yes
copyrightability|noun|E0545429|copyrightable|adj|E0545428|yes
bioabsorbability|noun|E0599151|bioabsorbable|adj|E0223131|yes
navigability|noun|E0042023|navigable|adj|E0042024|yes
allocatability|noun|E0599222|allocatable|adj|E0568868|yes
activability|noun|E0558416|activable|adj|E0231480|yes
interpretability|noun|E0419345|interpretable|adj|E0419344|yes
salvageability|noun|E0226559|salvageable|adj|E0320800|yes
vaporizability|noun|E0622860|vaporizable|adj|E0558845|yes
transferability|noun|E0061743|transferable|adj|E0061744|yes
shareability|noun|E0334895|shareable|adj|E0334896|yes
untraceability|noun|E0559315|untraceable|adj|E0222132|yes
inoculability|noun|E0034712|inoculable|adj|E0034713|yes
differentiability|noun|E0226578|differentiable|adj|E0226579|yes
laudability|noun|E0037003|laudable|adj|E0037004|yes
distributability|noun|E0735493|distributable|adj|E0545420|yes
improvability|noun|E0531239|improvable|adj|E0231442|yes
hyper-permeability|noun|E0429159|hyper-permeable|adj|E0330417|yes
interreliability|noun|E0615880|interreliable|adj|E0615881|yes
disposability|noun|E0226542|disposable|adj|E0023415|yes
phagocytability|noun|E0558606|phagocytable|adj|E0047085|yes
writability|noun|E0600398|writable|adj|E0231481|yes
entrainability|noun|E0539936|entrainable|adj|E0539935|yes
nonsurmountability|noun|E0602240|nonsurmountable|adj|E0602239|yes
nonfermentability|noun|E0599281|nonfermentable|adj|E0221825|yes
undecidability|noun|E0331590|undecidable|adj|E0331591|yes
adaptability|noun|E0007237|adaptable|adj|E0007238|yes
computability|noun|E0226576|computable|adj|E0226577|yes
photodegradability|noun|E0545092|photodegradable|adj|E0545091|yes
reimbursability|noun|E0320766|reimbursable|adj|E0320765|yes
fermentability|noun|E0333863|fermentable|adj|E0319811|yes
findability|noun|E0545394|findable|adj|E0545393|yes
untranslatability|noun|E0531166|untranslatable|adj|E0330735|yes
titrability|noun|E0560161|titrable|adj|E0231484|yes
electroexcitability|noun|E0540030|electroexcitable|adj|E0540029|yes
leachability|noun|E0226596|leachable|adj|E0226597|yes
salvability|noun|E0599844|salvable|adj|E0545383|yes
intercomparability|noun|E0577216|intercomparable|adj|E0563994|yes
non-interchangeability|noun|E0558452|non-interchangeable|adj|E0558451|yes
uninsurability|noun|E0525186|uninsurable|adj|E0525184|yes
likability|noun|E0037549|likable|adj|E0037550|yes
recognisability|noun|E0220324|recognisable|adj|E0052216|yes
assignability|noun|E0531160|assignable|adj|E0010846|yes
explicability|noun|E0599356|explicable|adj|E0026787|yes
non-sustainability|noun|E0602766|non-sustainable|adj|E0602765|yes
estimability|noun|E0558415|estimable|adj|E0026202|yes
nonconfusability|noun|E0606892|nonconfusable|adj|E0606891|yes
purchaseability|noun|E0599309|purchaseable|adj|E0051214|yes
nondecomposability|noun|E0603479|nondecomposable|adj|E0603477|yes
unfavorability|noun|E0558455|unfavorable|adj|E0063125|yes
indecomposability|noun|E0575095|indecomposable|adj|E0575094|yes
causability|noun|E0575648|causable|adj|E0575647|yes
solvability|noun|E0226561|solvable|adj|E0056683|yes
hyperpermeability|noun|E0429159|hyperpermeable|adj|E0330417|yes
castability|noun|E0357722|castable|adj|E0357721|yes
biodurability|noun|E0513364|biodurable|adj|E0513363|yes
unexcitability|noun|E0559857|unexcitable|adj|E0231407|yes
mailability|noun|E0523627|mailable|adj|E0523628|yes
archivability|noun|E0558260|archivable|adj|E0558261|yes
driveability|noun|E0541070|driveable|adj|E0541069|yes
non-palpability|noun|E0457631|non-palpable|adj|E0319631|yes
unstability|noun|E0226568|unstable|adj|E0063378|yes
hypovariability|noun|E0570115|hypovariable|adj|E0570117|yes
educability|noun|E0235506|educable|adj|E0024522|yes
uninfluencability|noun|E0621180|uninfluencable|adj|E0605945|yes
equiprobability|noun|E0226582|equiprobable|adj|E0226583|yes
aggregatability|noun|E0599506|aggregatable|adj|E0330850|yes
insurmountability|noun|E0559341|insurmountable|adj|E0034915|yes
inter-comparability|noun|E0577216|inter-comparable|adj|E0563994|yes
penetrability|noun|E0046233|penetrable|adj|E0046234|yes
inoperability|noun|E0034724|inoperable|adj|E0034725|yes
polishability|noun|E0513259|polishable|adj|E0513258|yes
comfortability|noun|E0558472|comfortable|adj|E0017986|yes
weldability|noun|E0523057|weldable|adj|E0523059|yes
derivability|noun|E0531242|derivable|adj|E0332933|yes
dosability|noun|E0599307|dosable|adj|E0541201|yes
passability|noun|E0226653|passable|adj|E0045868|yes
inferability|noun|E0600414|inferable|adj|E0231467|yes
conferrability|noun|E0600401|conferrable|adj|E0574038|yes
saturatability|noun|E0226749|saturatable|adj|E0226750|yes
non-agglutinability|noun|E0599147|non-agglutinable|adj|E0500409|yes
non-culpability|noun|E0604146|non-culpable|adj|E0604145|yes
exchangeability|noun|E0026530|exchangeable|adj|E0026531|yes
irreparability|noun|E0600040|irreparable|adj|E0035901|yes
hyperirritability|noun|E0204343|hyperirritable|adj|E0071171|yes
expandability|noun|E0426998|expandable|adj|E0026716|yes
dewaterability|noun|E0513719|dewaterable|adj|E0513718|yes
nonpalatability|noun|E0604384|nonpalatable|adj|E0604381|yes
amplifiability|noun|E0008672|amplifiable|adj|E0008673|yes
hypnotizability|noun|E0429183|hypnotizable|adj|E0330425|yes
unadvisability|noun|E0226935|unadvisable|adj|E0226934|yes
pinchability|noun|E0692540|pinchable|adj|E0692539|yes
governability|noun|E0558841|governable|adj|E0545397|yes
unisolatability|noun|E0618488|unisolatable|adj|E0618487|yes
mineability|noun|E0599304|mineable|adj|E0220460|yes
hemodialysability|noun|E0570078|hemodialysable|adj|E0570077|yes
drivability|noun|E0541070|drivable|adj|E0541069|yes
nonseparability|noun|E0570064|nonseparable|adj|E0570063|yes
forgeability|noun|E0363187|forgeable|adj|E0363184|yes
non-dissociability|noun|E0599511|non-dissociable|adj|E0330680|yes
extirpability|noun|E0558553|extirpable|adj|E0558551|yes
severability|noun|E0523477|severable|adj|E0523478|yes
performability|noun|E0558686|performable|adj|E0231412|yes
hypervariability|noun|E0032864|hypervariable|adj|E0032865|yes
acquirability|noun|E0559859|acquirable|adj|E0559858|yes
selectability|noun|E0504722|selectable|adj|E0319252|yes
ovulability|noun|E0577533|ovulable|adj|E0577534|yes
nonassessability|noun|E0540993|nonassessable|adj|E0540992|yes
profitability|noun|E0432998|profitable|adj|E0050211|yes
nonrejectability|noun|E0570131|nonrejectable|adj|E0570130|yes
nondialysability|noun|E0558740|nondialysable|adj|E0330670|yes
noticeability|noun|E0226551|noticeable|adj|E0043106|yes
ridability|noun|E0349663|ridable|adj|E0349662|yes
recyclability|noun|E0510805|recyclable|adj|E0510803|yes
shockability|noun|E0558164|shockable|adj|E0558163|yes
non-restorability|noun|E0607990|non-restorable|adj|E0602557|yes
aggregability|noun|E0422152|aggregable|adj|E0422153|yes
nontypeability|noun|E0580203|nontypeable|adj|E0224535|yes
reconcilability|noun|E0052234|reconcilable|adj|E0052235|yes
depletability|noun|E0537754|depletable|adj|E0537753|yes
handleability|noun|E0558746|handleable|adj|E0558747|yes
unabsorbability|noun|E0357271|unabsorbable|adj|E0357270|yes
intercommunicability|noun|E0531245|intercommunicable|adj|E0531246|yes
bioavailability|noun|E0012974|bioavailable|adj|E0419292|yes
defendability|noun|E0599515|defendable|adj|E0231453|yes
haemodialysability|noun|E0570078|haemodialysable|adj|E0570077|yes
heterotransplantability|noun|E0415982|heterotransplantable|adj|E0415983|yes
synchronisability|noun|E0569904|synchronisable|adj|E0569905|yes
duplicability|noun|E0559139|duplicable|adj|E0559137|yes
hyperexcitability|noun|E0410193|hyperexcitable|adj|E0410192|yes
utilizability|noun|E0559058|utilizable|adj|E0231426|yes
hypoexcitability|noun|E0226699|hypoexcitable|adj|E0226700|yes
consolability|noun|E0558412|consolable|adj|E0558413|yes
hatchability|noun|E0428692|hatchable|adj|E0428693|yes
chelatability|noun|E0424531|chelatable|adj|E0424530|yes
non-flammability|noun|E0599673|non-flammable|adj|E0356857|yes
imponderability|noun|E0033793|imponderable|adj|E0033794|yes
justiciability|noun|E0531179|justiciable|adj|E0531180|yes
rateability|noun|E0531168|rateable|adj|E0355656|yes
peroxidisability|noun|E0513238|peroxidisable|adj|E0513239|yes
unlocalisability|noun|E0618484|unlocalisable|adj|E0614271|yes
dyeability|noun|E0559345|dyeable|adj|E0546942|yes
plasmolyzability|noun|E0048236|plasmolyzable|adj|E0048237|yes
nonexpandability|noun|E0602950|nonexpandable|adj|E0602949|yes
reusability|noun|E0053304|reusable|adj|E0053305|yes
removability|noun|E0235520|removable|adj|E0052703|yes
nonpalpability|noun|E0457631|nonpalpable|adj|E0319631|yes
neutralizability|noun|E0539939|neutralizable|adj|E0538677|yes
recommendability|noun|E0558954|recommendable|adj|E0319927|yes
distinguishability|noun|E0023528|distinguishable|adj|E0023529|yes
cryostability|noun|E0569410|cryostable|adj|E0569411|yes
guidability|noun|E0545088|guidable|adj|E0545087|yes
freezability|noun|E0513418|freezable|adj|E0231470|yes
